MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Group
28.0,0.0,9.0,3.0,0.0,0.0,1
530.0,142.0,217.0,62.0,9.0,56.0,2
519.0,50.0,167.0,130.0,0.0,41.0,2
611.0,76.0,749.0,59.0,45.0,26.0,2
240.0,67.0,500.0,199.0,0.0,163.0,3
4.0,9.0,12.0,11.0,2.0,8.0,1
671.0,47.0,655.0,145.0,111.0,15.0,3
23.0,1.0,7.0,0.0,4.0,24.0,1
9.0,1.0,2.0,3.0,2.0,0.0,1
556.0,54.0,845.0,202.0,133.0,63.0,3
833.0,80.0,363.0,52.0,26.0,174.0,0
12.0,0.0,13.0,4.0,2.0,4.0,1
56.0,7.0,48.0,10.0,2.0,18.0,1
293.0,8.0,124.0,11.0,4.0,106.0,0
297.0,0.0,38.0,13.0,0.0,152.0,0
39.0,1.0,16.0,2.0,0.0,3.0,1
5.0,11.0,16.0,21.0,8.0,45.0,1
266.0,21.0,300.0,65.0,8.0,44.0,2
322.0,3.0,50.0,4.0,3.0,42.0,1
366.0,124.0,156.0,71.0,78.0,54.0,3
32.0,0.0,8.0,23.0,4.0,18.0,1
158.0,0.0,23.0,0.0,0.0,18.0,1
269.0,129.0,495.0,182.0,43.0,29.0,3
41.0,0.0,10.0,0.0,0.0,3.0,1
3.0,3.0,3.0,15.0,4.0,15.0,1
33.0,0.0,5.0,0.0,0.0,15.0,1
302.0,29.0,131.0,32.0,0.0,27.0,1
519.0,71.0,860.0,93.0,27.0,53.0,2
23.0,2.0,17.0,2.0,1.0,0.0,1
594.0,51.0,631.0,72.0,55.0,32.0,2
12.0,4.0,7.0,1.0,3.0,5.0,1
4.0,2.0,5.0,0.0,0.0,5.0,1
18.0,3.0,19.0,3.0,3.0,6.0,1
332.0,194.0,377.0,149.0,125.0,57.0,3
5.0,1.0,8.0,0.0,0.0,1.0,1
171.0,3.0,129.0,26.0,24.0,62.0,1
270.0,31.0,88.0,11.0,48.0,22.0,1
712.0,26.0,538.0,69.0,13.0,80.0,2
2.0,8.0,11.0,3.0,8.0,21.0,1
21.0,12.0,12.0,0.0,3.0,3.0,1
580.0,6.0,58.0,8.0,0.0,27.0,1
368.0,24.0,68.0,38.0,0.0,88.0,0
457.0,5.0,106.0,15.0,17.0,53.0,1
229.0,7.0,137.0,4.0,0.0,91.0,1
3.0,2.0,8.0,20.0,0.0,17.0,1
24.0,3.0,26.0,7.0,1.0,23.0,1
853.0,10.0,143.0,13.0,10.0,20.0,2
5.0,1.0,6.0,3.0,4.0,3.0,1
9.0,14.0,18.0,8.0,1.0,12.0,1
3.0,3.0,7.0,6.0,2.0,9.0,1
709.0,43.0,182.0,42.0,118.0,247.0,0
406.0,0.0,30.0,0.0,0.0,8.0,1
908.0,48.0,217.0,32.0,12.0,24.0,2
428.0,30.0,214.0,80.0,30.0,61.0,2
84.0,3.0,61.0,2.0,1.0,21.0,1
